Date,Issuer,Symbol,Lead/Joint-Lead Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng,$ Change Opening,$ Change Close
2011-04-14,Arcos Dorados Holdings ,ARCO,BofA Merrill Lynch/ J.P. Morgan/ Morgan Stanley/ Itau BBA/ Citi,17.0,21.0,21.2,24.71,4.0,4.2
2011-04-14,Box Ships ,TEU,UBS Investment Bank/ Morgan Stanley,12.0,12.0,11.0,-8.33,0.0,-1.0
2011-04-14,TMS International ,TMS,BofA Merrill Lynch/Credit Suisse/J.P. Morgan,13.0,12.4,12.58,-3.23,-0.6,-0.42
2011-04-15,Sequans Communications S.A. ,SQNS,UBS Investment Bank/ Jefferies,10.0,9.0,8.25,-17.5,-1.0,-1.75
2011-04-15,STAG Industrial ,STIR,BofA Merrill Lynch/ J.P. Morgan/ UBS Investment Bank,13.0,12.0,12.5,-3.85,-1.0,-0.5
2011-04-15,Ellie Mae ,ELLI,Barclays Capital,6.0,6.0,6.77,12.83,0.0,0.77
2011-04-18,Air Lease ,AL, J.P. Morgan/ Credit Suisse/ Barclays Capital/ FBR Capital Markets/ RBC Capital Markets/ Wells Fargo Securities ,26.5,27.25,27.95,5.47,0.75,1.45
2011-04-18,Global Cornerstone Holdings  ,GCRSF,Citi/ Deutsche Bank Securities,10.0,10.0,9.95,-0.5,0.0,-0.05
2011-04-20,Tesoro Logistics LP ,TLLP,Citi/ Wells Fargo Securities/ BofA Merrill Lynch/ Credit Suisse,21.0,23.25,23.5,11.9,2.25,2.5
2011-04-20,Sagent Pharmaceuticals ,SGNT,Morgan Stanley/ BofA Merrill Lynch/ Jefferies & Company,16.0,18.25,19.9,24.38,2.25,3.9
2011-04-21,21Vianet Group  ,VNET,Morgan Stanley/ Barclays Capital/ J.P. Morgan Securities,15.0,20.26,18.8,25.33,5.26,3.8
2011-04-21,Responsys ,MKTG,Morgan Stanley/ Credit Suisse,12.0,16.0,15.4,28.33,4.0,3.4
2011-05-04,Boingo Wireless ,WIFI,Credit Suisse/ Deutsche Bank Securities,13.5,12.5,12.1,-10.37,-1.0,-1.4
2011-05-04,RPX Corporation ,RPXC,"Goldman, Sachs/ Barclays Capital",19.0,24.1,23.88,25.68,5.1,4.88
2011-05-04,Renren ,RENN,Morgan Stanley/ Deutsche Bank Securities/ Credit Suisse,14.0,19.5,18.01,28.64,5.5,4.01
2011-05-05,NetQin Mobile ,NQ,Piper Jaffray,11.5,11.5,9.3,-19.13,0.0,-2.2
2011-05-05,SMG Indium Resources ,SGMEU,Sunrise Securities/ Rodman & Renshaw,5.0,5.05,5.0,0.0,0.05,0.0
2011-05-05,Thermon Group Holdings ,THR,Barclays Capital/ Jefferies,12.0,12.05,12.28,2.33,0.05,0.28
2011-05-05,VOC Energy Trust ,VOC,Raymond James/ Morgan Stanley,21.0,22.26,21.0,0.0,1.26,0.0
2011-05-10,Universal Business Payment Solutions Acquisition  ,UBPSU,EarlyBirdCapital/ Rodman & Renshaw,6.0,6.0,6.0,0.0,0.0,0.0
2011-05-11,FriendFinder Network ,FFN,Imperial Capital/ Ladenburg Thalmann & Co. Inc.,10.0,10.0,7.85,-21.5,0.0,-2.15
2011-05-11,Jiayuan.com International ,DATE,BofA Merrill Lynch/ Citi,11.0,11.0,10.52,-4.36,0.0,-0.48
2011-05-11,Kosmos Energy ,KOS,Credit Suisse/ Barclays Capital / Citi/,18.0,19.5,18.24,1.33,1.5,0.24
2011-05-11,RLJ Lodging Trust ,RLJ,BofA Merrill Lynch/ Barclays Capital/ Wells Fargo Securities,18.0,17.25,17.68,-1.78,-0.75,-0.32
2011-05-12,NGL Energy Partners LP  ,NGL,Wells Fargo Securities/ RBC Capital Markets/ SunTrust Robinson Humphrey/ BMO Capital Markets,21.0,21.0,20.98,-0.1,0.0,-0.02
2011-05-12,China Zenix Auto International  ,ZX,Morgan Stanley,6.0,6.0,5.85,-2.5,0.0,-0.15
2011-05-12,Phoenix New Media  ,FENG,Morgan Stanley/ Deutsche Bank Securities/ Macquarie Capital,11.0,11.1,14.75,34.09,0.1,3.75
2011-05-13,Global Eagle Acquisition  ,REAGLU,Citi,10.0,10.0,10.2,2.0,0.0,0.2
2011-05-19,LinkedIn ,LNKD,Morgan Stanley/ BofA Merrill Lynch /J..P. Morgan Securities,45.0,83.0,94.25,109.44,38.0,49.25
2011-05-24,Yandex N.V. ,YNDX,"Morgan Stanley/ Deutsche Bank Securities/ Goldman, Sachs",25.0,35.0,38.84,55.36,10.0,13.84
2011-05-24,Active Network (The) ,ACTV,BofA Merrill Lynch/ Citi,15.0,15.0,15.9,6.0,0.0,0.9
2011-05-26,Lone Pine Resources ,LPR,J.P. Morgan/ Credit Suisse/ TD Securities,13.0,12.45,11.55,-11.15,-0.55,-1.45
2011-05-26,"Freescale Semiconductor Holdings I, Ltd ",FSL,Citi/ Deutsche Bank Securities/ Barclays Capital/ Credit Suisse/ JPMorgan,18.0,19.0,18.33,1.83,1.0,0.33
2011-05-26,Solazyme ,SZYM,"Morgan Stanley/ Goldman, Sachs",18.0,19.6,20.71,15.06,1.6,2.71
2011-05-26,Spirit Airlines ,SAVE,Citi/ Morgan Stanley,12.0,11.35,12.11,0.92,-0.65,0.11
2011-05-31,China Growth Equity Investment ,CGEIU,Deutsche Bank Securities,10.0,10.02,10.03,0.3,0.02,0.03
2011-06-09,Fusion-io ,FIO,"Goldman, Sachs/ Morgan Stanley/ J.P. Morgan/ Credit Suisse",19.0,25.0,22.5,18.42,6.0,3.5
2011-06-09,Taomee Holdings ,TAOM,Credit Suisse/ Deutsche Bank Securities,9.0,8.49,8.23,-8.56,-0.51,-0.77
2011-06-15,Pandora Media ,P,Morgan Stanley/ J .P. Morgan Securities/ Citi,16.0,20.0,17.42,8.88,4.0,1.42
2011-06-15,Compressco Partners L.P. ,GSJK,Raymond James/JPMorgan,20.0,20.0,19.0,-5.0,0.0,-1.0
2011-06-16,Empeiria Acquisition ,EPAQU,"Cohen & Company Capital Markets, LLC   I-Bankers Securities",10.0,9.95,10.0,0.0,-0.05,0.0
2011-06-17,Bankrate ,RATE,"Goldman, Sachs/ BofA Merrill Lynch / Citi/ J.P. Morgan",15.0,14.0,15.34,2.27,-1.0,0.34
2011-06-21,Trio Merger ,TMRGU,EarlyBirdCapital,10.0,10.0,10.01,0.1,0.0,0.01
2011-06-22,Vanguard Health Systems ,VHS,BofA Merrill Lynch/ Barclays Capital/ Citi/ Deutsche Bank Securities/ J.P. Morgan,18.0,18.01,18.05,0.28,0.01,0.05
2011-06-22,Fidus Investment ,FDUS,Morgan Keegan,15.0,14.75,15.0,0.0,-0.25,0.0
2011-06-24,KiOR ,KIOR,"Credit Suisse/ UBS Investment Bank/ Goldman, Sachs",15.0,15.0,15.0,0.0,0.0,0.0
2011-06-29,HomeAway ,AWAY,Morgan Stanley,27.0,36.1,40.21,48.93,9.1,13.21
2011-06-30,Azteca Acquisition ,AZTAU,Deutsche Bank Securities,10.0,10.0,10.0,0.0,0.0,0.0
2011-06-30,AG Mortgage Investment Trust  ,MITT,Deutsche Bank Securities/ Stifel Nicolaus Weisel/ RBC Capital Markets,20.0,19.64,19.64,-1.8,-0.36,-0.36
2011-07-14,"Oiltanking Partners, L.P. ",OILT,Citi/ Barclays Capital/ J.P. Morgan/ Morgan Stanley,21.5,24.0,23.7,10.23,2.5,2.2
2011-07-15,Blue Wolf Mongolia Holdings ,MNGLU,Deutsche Bank Securities,10.0,9.99,10.03,0.3,-0.01,0.03
2011-07-15,Nautilus Marine Acquisition ,NMAR.U,Maxim Group,10.0,9.95,9.92,-0.8,-0.05,-0.08
2011-07-20,Skullcandy ,SKUL,BofA Merrill Lynch/ Morgan Stanley,20.0,23.0,20.0,0.0,3.0,0.0
2011-07-20,Zillow  ,Z,Citi,20.0,60.0,35.77,78.85,40.0,15.77
2011-07-21,SunCoke Energy ,SXC,"Credit Suisse/BofA Merrill Lynch/ Goldman, Sachs & Co.",16.0,17.0,17.0,6.25,1.0,1.0
2011-07-22,Apollo Residential Mortgage ,AMTG,Morgan Stanley/ Credit Suisse/ J.P. Morgan,20.0,19.0,18.65,-6.75,-1.0,-1.35
2011-07-22,Francescas Holdings ,FRAN,"Goldman, Sachs/ J.P. Morgan/ Jefferies",17.0,23.0,27.65,62.65,6.0,10.65
2011-07-27,Tangoe ,TNGO,Deutsche Bank/Stifel Niclous Weisel,10.0,11.0,11.65,16.5,1.0,1.65
2011-07-27,Dunkin Brands Group ,DNKN,"J.P. Morgan/ Barclays Capital/ Morgan Stanley/ BofA Merrill Lynch/ Goldman, Sachs",19.0,25.0,27.85,46.58,6.0,8.85
2011-07-27,"American Midstream Partners, LP ",AMID,Cit/ BofA Merrill Lynch,21.0,21.0,20.95,-0.24,0.0,-0.05
2011-07-28,Wesco Aircraft Holdings ,WAIR,Barclays Capital/ Morgan Stanley,15.0,14.75,14.92,-0.53,-0.25,-0.08
2011-07-28,Horizon Pharma ,HZNP,Stifel Nicolaus Weisel/ Cowen/ JMP Securities,9.0,9.0,9.15,1.67,0.0,0.15
2011-07-28,Chefs Warehouse Holdings ,CHEF,Jefferies/ BMO Capital Markets/ Wells Fargo Securities,15.0,17.0,17.5,16.67,2.0,2.5
2011-07-28,Teavana Holdings ,TEA,"BofA Merrill Lynch/ Goldman, Sachs",17.0,28.95,27.8,63.53,11.95,10.8
2011-07-29,C&J Energy Services ,CJES,"Goldman, Sachs/ J.P. Morgan/ Citi",29.0,30.0,30.5,5.17,1.0,1.5
2011-08-04,American Capital Mortgage Investment ,MTGE,Citi/ Deutsche Bank Securities/ UBS Investment Bank/ Wells Fargo Securities,20.0,19.0,18.41,-7.95,-1.0,-1.59
2011-08-11,SandRidge Permian Trust ,PER,Morgan Stanley/ Raymond James/ RBC Capital Markets/ Wells Fargo Securities,18.0,18.0,18.0,0.0,0.0,0.0
2011-08-11,Carbonite ,CARB,BofA Merrill Lynch/ J.P. Morgan,10.0,10.93,12.35,23.5,0.93,2.35
2011-08-17,Tudou Holdings Limited ,TUDO,Credit Suisse/ Deutsche Bank Securities,29.0,25.11,25.59,-11.76,-3.89,-3.41
2011-10-14,Ubiquiti Networks ,UBNT,UBS Investment Bank/ Deutsche Bank Securities/ Raymond James,15.0,16.5,17.5,16.67,1.5,2.5
2011-10-19,ZELTIQ Aesthetics ,ZLTQ," J.P. Morgan/ Goldman, Sachs & Co. ",13.0,14.5,15.5,19.23,1.5,2.5
2011-10-25,Committed Capital Acquisition  ,CCACU,Broadband Capital Management,5.0,5.1,5.1,2.0,0.1,0.1
2011-11-03,Enduro Royalty Trust,NDRO,"Barclays Capital/ Citigroup/ Goldman, Sachs/ RBC Capital Markets/ Wells Fargo Securities",22.0,21.75,21.26,-3.36,-0.25,-0.74
2011-11-04,Groupon ,GRPN,"Morgan Stanley/ Goldman, Sachs/ Credit Suisse",20.0,28.0,26.11,30.55,8.0,6.11
2011-11-04,"Rentech Nitrogen Partners, L.P. ",RNF,Morgan Stanley/ Credit Suisse,20.0,20.0,19.85,-0.75,0.0,-0.15
2011-11-08,Selway Capital Acquisition ,SWCAU,Aegis Capital/ Chardan Capital Markets,10.0,10.0,9.95,-0.5,0.0,-0.05
2011-11-09,Imperva ,IMPV,J.P. Morgan/ Deutsche Bank Securities,18.0,23.0,24.0,33.33,5.0,6.0
2011-11-11,NewLink Genetics ,NLNK,Stifel Nicolaus Weisel/ Canaccord Genuity,7.0,7.0,7.08,1.14,0.0,0.08
2011-11-11,Chesapeake Granite Wash Trust ,CHKR,Morgan Stanley/ Raymond James,19.0,19.0,18.87,-0.68,0.0,-0.13
2011-11-11,"LRR Energy, L.P. ",LRE,Wells Fargo Securities,19.0,19.0,19.05,0.26,0.0,0.05
2011-11-16,InvenSense ,INVN,Goldman Sachs/Morgan Stanley,7.5,8.3,8.9,18.67,0.8,1.4
2011-11-16,Clovis Oncology ,CLVS,J.P. Morgan/ Credit Suisse,13.0,13.05,12.56,-3.38,0.05,-0.44
2011-11-17,Angie’s List  ,ANGI,BofA Merrill Lynch,13.0,18.0,16.28,25.23,5.0,3.28
2011-11-17,Delphi Automotive PLC  ,DLPH,"Goldman, Sachs/ J.P. Morgan",22.0,21.5,21.33,-3.05,-0.5,-0.67
2011-11-18,Digital Domain Media Group ,DDMG,Roth Capital Partners,8.5,8.5,7.15,-15.88,0.0,-1.35
2011-11-18,Intermolecular ,IMI,Morgan Stanley/ J.P. Morgan/ Barclays Capital,10.0,10.0,9.5,-5.0,0.0,-0.5
2011-11-18,Manning & Napier ,MN,BofA Merrill Lynch,12.0,12.0,12.0,0.0,0.0,0.0
2011-11-18,Mattress Firm Holding  ,MFRM,Barclays Capital/ UBS Investment Bank/ William Blair & Company,19.0,22.0,22.0,15.79,3.0,3.0
2011-11-23,BlackRock Utility & Infrastructure Trust (BUI),BUI,Morgan Stanley/ Citigroup/ BofA Merrill Lynch/ UBS Investment Bank/ Wells Fargo Securities/ Ameriprise Financial Services/ RBC Capital Markets,20.0,20.0,20.0,0.0,0.0,0.0
2011-12-02,Vanguard Energy ,VNGEU,Paulson Investment,1.0,1.15,1.15,15.0,0.15,0.15
2011-12-09,"Rose Rock Midstream, L.P. ",RRMS,Barclays Capital/ Citigroup/ Deutsche Bank Securities,20.0,20.5,20.0,0.0,0.5,0.0
2011-12-09,Memorial Production Partners LP ,MEMP,Citigroup/ Raymond James/ Wells Fargo Securities,19.0,18.82,19.79,4.16,-0.18,0.79
2011-12-13,Jive Software  ,JIVE,"Morgan Stanley/ Goldman, Sachs",12.0,15.12,15.05,25.42,3.12,3.05
2011-12-14,Sanchez Energy ,SN,Johnson Rice & Company/ Macquarie Capital,22.0,20.0,18.25,-17.05,-2.0,-3.75
2011-12-15,Laredo Petroleum Holdings ,LPI,J.P. Morgan,17.0,17.25,18.1,6.47,0.25,1.1
2011-12-15,Bonanza Creek Energy ,BCEI,Morgan Stanley/ Credit Suisse,17.0,15.5,13.61,-19.94,-1.5,-3.39
2011-12-15,Michael Kors Holdings ,KORS,"Morgan Stanley/ J.P. Morgan/ Goldman, Sachs & Co.",20.0,25.0,24.2,21.0,5.0,4.2
2011-12-15,"Mid-Con Energy Partners, LP  ",MCEP,RBC Capital Markets,18.0,17.72,18.05,0.28,-0.28,0.05
2011-12-16,"Inergy Midstream, L.P. ",NRGM,Morgan Stanley/ Barclays Capital/ BofA Merrill Lynch/ Credit Suisse/ Wells Fargo Securities,17.0,17.0,17.65,3.82,0.0,0.65
2011-12-16,Zynga  ,ZNGA,"Morgan Stanley/ Goldman, Sachs",10.0,11.0,9.5,-5.0,1.0,-0.5
2012-01-19,Renewable Energy Group ,REGI,UBS Investment Bank/ Piper Jaffray,10.0,10.1,10.1,1.0,0.1,0.1
2012-01-25,Guidewire Software ,GWRE,J.P. Morgan/ Deutsche Bank Securities/ Citigroup,13.0,16.75,17.12,31.69,3.75,4.12
2012-01-27,Verastem ,VSTM,UBS Investment Bank/ Leerink Swann,10.0,11.0,11.09,10.9,1.0,1.09
2012-02-01,U.S. Silica Holdings ,SLCA,Morgan Stanley/ BofA Merrill Lynch/ Jefferies,17.0,17.25,16.0,-5.88,0.25,-1.0
2012-02-02,Matador Resources ,MTDR,RBC Capital Markets/ Citigroup,12.0,11.75,11.75,-2.08,-0.25,-0.25
2012-02-02,Greenway Medical Technologies ,GWAY,J.P. Morgan/ Morgan Stanley/ William Blair,10.0,10.1,13.0,30.0,0.1,3.0
2012-02-02,AVG Technologies N.V. ,AVG,"Morgan Stanley/ J.P. Morgan/ Goldman, Sachs",16.0,13.53,13.0,-18.75,-2.47,-3.0
2012-02-03,Cempra Holdings ,CEMP,Stifel Nicolaus Weisel/ Leerink Swann/ Cowen and Company,6.0,6.18,6.06,1.0,0.18,0.06
2012-02-08,Caesars Entertainment ,CZR,Credit Suisse/ Citigroup/ BofA Merrill Lynch/ Deutsche Bank Securities,9.0,9.06,15.39,71.0,0.06,6.39
2012-02-08,EPAM Systems ,EPAM,Citigroup/ UBS Investment Bank/ Barclays Capital/ RenCap,12.0,13.75,14.0,16.67,1.75,2.0
2012-02-08,ChemoCentryx ,CCXI,J.P. Morgan/ Citigroup,10.0,10.33,11.0,10.0,0.33,1.0
2012-02-08,Roundys Parent ,RNDY,Credit Suisse/ J.P. Morgan/ Jefferies/ Baird,8.5,8.4,9.0,5.88,-0.1,0.5
2012-02-09,FX Alliance ,FX,"BofA Merrill Lynch/ Goldman, Sachs/ Citigroup/ J.P. Morgan",12.0,13.6,13.74,14.5,1.6,1.74
2012-02-10,GSE Holding ,GSE,Oppenheimer & Co./ William Blair & Company/ FBR,9.0,10.3,11.5,27.78,1.3,2.5
2012-02-10,HomeStreet ,HMST,FBR Capital Markets,44.0,47.51,48.0,9.09,3.51,4.0
2012-02-10,Synacor ,SYNC,BofA Merrill Lynch/ Citigroup/ Stifel Nicolaus Weisel,5.0,5.75,5.25,5.0,0.75,0.25
2012-02-17,Brightcove ,BCOV,"Morgan Stanley/ Stifel, Nicolaus Weisel",11.0,14.5,14.3,30.0,3.5,3.3
2012-02-21,Ceres ,CERE,"Goldman, Sachs/ Barclays Capital",13.0,14.8,14.8,13.85,1.8,1.8
2012-02-24,ROI Acquisition ,ROIQU,Deutsche Bank Securities,10.0,10.0,10.01,0.1,0.0,0.01
2012-02-24,Proto Labs ,PRLB,Jefferies/ Piper Jaffray,16.0,25.0,29.0,81.25,9.0,13.0
2012-02-24,Bazaarvoice ,BV,Morgan Stanley/ Deutsche Bank Securities/ Credit Suisse,12.0,16.0,16.51,37.58,4.0,4.51
2012-02-29,Home Loan Servicing Solutions,HLSS,Wells Fargo Securities/ Barclays Capital/ Citigroup/ Deutsche Bank Securities,14.0,13.25,13.56,-3.14,-0.75,-0.44
2012-03-02,Yelp!  ,YELP,"Goldman, Sachs/ Citigroup/ Jefferies",15.0,22.01,24.58,63.87,7.01,9.58
2012-03-07,Select Income REIT ,SIR,Morgan Stanley/ BofA Merrill Lynch/ Wells Fargo Securities,21.5,21.75,21.74,1.12,0.25,0.24
2012-03-08,Nationstar Mortgage Holdings ,NSM,BofA Merrill Lynch/Citigroup/ Credit Suisse/ Wells Fargo Securities,14.0,13.57,14.25,1.79,-0.43,0.25
2012-03-15,Allison Transmission Holdings ,ALSN,"BofA Merrill Lynch/ Citi/ J.P. Morgan/ Credit Suisse/ Morgan Stanley/ Goldman, Sachs & Co.",23.0,23.0,23.4,1.74,0.0,0.4
2012-03-15,Demandware ,DWRE,"Goldman, Sachs/ Deutsche Bank Securities",16.0,25.25,23.85,49.06,9.25,7.85
2012-03-15,M/A-COM Technology Solutions Holdings ,MTSI,Barclays Capital/ J.P. Morgan/ Jefferies,19.0,19.1,20.55,8.16,0.1,1.55
2012-03-19,Andina Acquisition ,ANDAU,EarlyBirdCapital,10.0,9.98,9.97,-0.3,-0.02,-0.03
2012-03-21,BGS Acquisition ,BGSCU,PrinceRidge/ Mitsubishi UFJ Securities,10.0,9.94,9.87,-1.3,-0.06,-0.13
2012-03-22,CaesarStone Sdot-Yam Ltd. ,CSTE,J.P. Morgan/ Barclays Capital/ Credit Suisse,11.0,10.99,11.11,1.0,-0.01,0.11
2012-03-22,ExactTarget  ,ET,"J.P. Morgan/ Deutsche Bank Secutities/ Stifel, Nicolaus Weisel",19.0,23.05,25.11,32.16,4.05,6.11
2012-03-22,Vantiv ,VNTV,"J.P. Morgan/ Morgan Stanley/ Credit Suisse/ Goldman, Sachs & Co./ Deutsche Bank Securities",17.0,19.0,19.5,14.71,2.0,2.5
2012-03-23,Whiting USA Trust II ,WHZ,Raymond James/ Morgan Stanley,20.0,21.0,24.46,22.3,1.0,4.46
2012-03-23,Vipshop Holdings ,VIPS,Goldman Sachs (Asia)/ Deutsche Bank Securities,6.5,6.0,5.5,-15.38,-0.5,-1.0
2012-03-28,Vocera Communications ,VCRA,J.P. Morgan/ Piper Jaffray,19.0,24.0,21.03,10.68,5.0,2.03
2012-03-28,Annie’s ,BNNY,Credit Suisse/ J.P. Morgan,19.0,31.11,35.92,89.05,12.11,16.92
2012-03-28,Regional Management ,RM,Jefferies/ Stephens,15.0,17.0,16.45,9.67,2.0,1.45
2012-03-29,CafePress ,PRSS,J.P. Morgan/ Jefferies,19.0,21.1,19.03,0.16,2.1,0.03
2012-03-29,Merrimack Pharmaceuticals ,MACK,J.P. Morgan,7.0,6.16,6.04,-13.71,-0.84,-0.96
2012-03-29,Millennial Media ,MM,"Morgan Stanley/ Goldman, Sachs/ Barclays Capital",13.0,25.0,25.0,92.31,12.0,12.0
2012-03-29,Rexnord  ,RXN,"BofA Merrill Lynch/ Goldman, Sachs/ Credit Suisse/ Deutsche Bank Securities/ Barclays Capital",18.0,19.05,20.0,11.11,1.05,2.0
2012-03-30,Enphase Energy ,ENPH,Morgan Stanley/ BofA Merrill Lynch/ Deutsche Bank Securities,6.0,7.5,7.34,22.33,1.5,1.34
2012-03-30,GasLog Ltd.  ,GLOG,"Goldman, Sachs/ Citigroup",14.0,12.5,12.41,-11.36,-1.5,-1.59
2012-04-04,TCP Capital ,TCPC,Deutsche Bank Securities/ Stifel Nicolaus Weisel,14.75,14.25,14.55,-1.36,-0.5,-0.2
2012-04-05,Retail Properties of America ,RPAI,J.P. Morgan/ Citigroup/ Deutsche Bank Securities/ KeyBanc Capital Markets,8.0,8.78,8.75,9.38,0.78,0.75
2012-04-11,Erickson Air-Crane ,EAC,Stifel Nicolaus Weisel/Oppenheimer/ Lazard Capital Markets,8.0,8.08,8.0,0.0,0.08,0.0
2012-04-12,MRC Global ,MRC,"Goldman, Sachs/ Barclays ",21.0,20.5,21.04,0.19,-0.5,0.04
2012-04-12,Oaktree Capital Group ,OAK,"Goldman, Sachs/ Morgan Stanley",43.0,41.0,42.39,-1.42,-2.0,-0.61
2012-04-12,Forum Energy Technologies ,FET,J.P. Morgan/BofA Merrill Lynch/ Credit Suisse/ Citigroup/ Deutsche Bank Securities,20.0,22.5,21.75,8.75,2.5,1.75
2012-04-17,Digital Cinema Destinations ,DCIN,Maxim Group/ Dominick & Dominick,6.1,5.9,6.17,1.15,-0.2,0.07
2012-04-18,SandRidge Mississippian Trust II ,SDR,Morgan Stanley/ Raymond James,21.0,21.8,21.4,1.9,0.8,0.4
2012-04-19,Splunk ,SPLK,Morgan Stanley/ Credit Suisse/ J.P. Morgan/ BofA Merrill Lynch,17.0,32.0,35.48,108.71,15.0,18.48
2012-04-19,Tumi Holdings ,TUMI,"Goldman, Sachs/ Credit Suisse/ J.P. Morgan",18.0,26.0,26.5,47.22,8.0,8.5
2012-04-20,Infoblox ,BLOX,"Morgan Stanley/ Goldman, Sachs/ UBS Securities",16.0,22.5,21.3,33.13,6.5,5.3
2012-04-20,Midstates Petroleum ,MPO,"Goldman, Sachs/ Morgan Stanley/ Wells Fargo Securities",13.0,13.25,15.03,15.62,0.25,2.03
2012-04-20,Proofpoint ,PFPT,Credit Suisse/ Deutsche Bank Securities,13.0,16.85,14.05,8.08,3.85,1.05
2012-04-25,ClearSign  ,CLIR,MDB Capital Group LLC,4.0,4.11,4.2,5.0,0.11,0.2
2012-04-25,Envivio ,ENVI,"Goldman, Sachs/ Deutsche Bank Securities/ Stifel Nicolaus Weisel",9.0,9.35,8.49,-5.67,0.35,-0.51
2012-04-26,Ares Commercial Real Estate ,ACRE,Wells Fargo Securities/ Citigroup/ BofA Merrill Lynch/ J.P. Morgan,18.5,18.13,18.0,-2.7,-0.37,-0.5
2012-04-27,Acquity Group Limited ,AQ,Citigroup/ Oppenheimer,6.0,6.0,5.75,-4.17,0.0,-0.25
2012-04-27,Edgen Group ,EDG,Jefferies/ Morgan Stanley/ Citigroup,11.0,10.35,9.5,-13.64,-0.65,-1.5
2012-05-01,Supernus Pharmaceuticals ,SUPN,Citigroup/ Piper Jaffray,5.0,6.5,5.37,7.4,1.5,0.37
2012-05-03,Carlyle Group L.P. ,CG,J.P. Morgan/ Citigroup/ Credit Suisse,22.0,22.0,22.05,0.23,0.0,0.05
2012-05-03,EverBank Financial ,EVER,"Goldman, Sachs/ BofA Merrill Lynch/ Credit Suisse",10.0,10.4,10.6,6.0,0.4,0.6
2012-05-03,Pacific Coast Oil Trust ,ROYT,Barclays/ Citigroup/ BofA Merrill Lynch/ J.P. Morgan/ UBS Investment Bank/ Wells Fargo Securities,20.0,20.0,20.0,0.0,0.0,0.0
2012-05-04,PetroLogistics LP ,PDH,Morgan Stanley/ Citigroup/ UBS Investment Bank,17.0,16.5,16.5,-2.94,-0.5,-0.5
2012-05-04,Tillys ,TLYS,"Goldman, Sachs/ BofA Merrill Lynch/ Piper Jaffray",15.5,18.8,16.81,8.45,3.3,1.31
2012-05-10,Audience ,ADNC,J.P. Morgan/ Credit Suisse/ Deutsche Bank Securities,17.0,19.0,19.0,11.76,2.0,2.0
2012-05-10,WageWorks ,WAGE,William Blair & Company/ Stifel Nicolaus Weisel,9.0,9.99,9.99,11.0,0.99,0.99
2012-05-10,Western Asset Management Capital ,WMC,Deutsche Bank Securities/ J.P. Morgan/ Citigroup/ Jefferies,20.0,18.8,18.8,-6.0,-1.2,-1.2
2012-05-11,Edwards Group ,EVAC,Jefferies/ Morgan Stanley/ Citigroup,8.0,8.12,8.75,9.38,0.12,0.75
2012-05-11,Ignite Restaurant Group ,IRG,Credit Suisse/ Bair/ Piper Jaffray,14.0,16.75,17.13,22.36,2.75,3.13
2012-05-18,Facebook ,FB,"Morgan Stanley/ J.P. Morgan/ Goldman, Sachs",38.0,42.0,38.23,0.61,4.0,0.23
2012-06-27,"EQT Midstream Partners, LP ",EQM,Citigroup/ Barclays,21.0,23.0,23.75,13.1,2.0,2.75
2012-06-28,Exa Corporation ,EXA,Stifel Nicolaus Weisel,10.0,10.0,9.98,-0.2,0.0,-0.02
2012-06-28,TESARO ,TSRO,Citigroup/ Morgan Stanley/ Leerink Swann,13.0,14.0,13.69,5.31,1.0,0.69
2012-06-29,ServiceNow  ,NOW,Morgan Stanley/ Citigroup/ Deutsche Bank Securities,18.0,23.75,24.6,36.67,5.75,6.6
2012-07-19,Durata Therapeutics ,DRTX,BofA Merrill Lynch/ Credit Suisse,9.0,10.0,9.04,0.44,1.0,0.04
2012-07-19,Five Below ,FIVE,"Goldman, Sachs/ Barclays/ Jefferies",17.0,26.05,26.5,55.88,9.05,9.5
2012-07-20,Palo Alto Networks ,PANW,"Morgan Stanley/ Goldman, Sachs/ Citigroup",42.0,55.15,53.13,26.5,13.15,11.13
2012-07-20,KAYAK Software ,KYAK,Morgan Stanley/ Deutsche Bank Securities,26.0,30.1,33.18,27.62,4.1,7.18
2012-07-20,Infinity Cross Border Acquisition ,INXBU,EarlyBirdCapital,8.0,8.01,8.01,0.12,0.01,0.01
2012-07-24,Chuy's Holdings ,CHUY,Jefferies/ Baird,13.0,15.0,15.06,15.85,2.0,2.06
2012-07-25,Natural Grocers by Vitamin Cottage  ,NGVC,SunTrust Robinson Humphrey/ Piper Jaffray,15.0,18.0,17.86,19.07,3.0,2.86
2012-07-26,E2open ,EOPN,BofA Merrill Lynch,15.0,14.14,13.6,-9.33,-0.86,-1.4
2012-07-26,Hyperion Therapeutics ,HPTX,Leerink Swann/ Cowen,10.0,10.31,10.11,1.1,0.31,0.11
2012-07-26,Northern Tier Energy ,NTI,"Goldman, Sachs/ Barclays/ BofA Merrill Lynch",14.0,13.66,14.16,1.14,-0.34,0.16
2012-07-27,Del Friscos Restaurant Group ,DGRG,Deutsche Bank Securities/ Piper Jaffray/ Wells Fargo Securities,13.0,12.75,13.0,0.0,-0.25,0.0
2012-07-27,AmREIT ,AMRE,Jefferies/ Baird,14.0,14.0,14.02,0.14,0.0,0.02
2012-08-02,Eloqua Limited ,ELOQ,J.P. Morgan/ Deutsche Bank Securities,11.5,12.0,12.89,12.09,0.5,1.39
